image_path,person_id,score,xmin,ymin,xmax,ymax
../archive/frames/frames/seq_000002.jpg,Person1,0.7897152,0.8158466,0.517149,0.8834017,0.73761094
../archive/frames/frames/seq_000002.jpg,Person2,0.75008667,0.7333232,0.5266434,0.80256796,0.75158703
../archive/frames/frames/seq_000002.jpg,Person3,0.6445313,0.0171278,0.42593455,0.08433035,0.63748586
../archive/frames/frames/seq_000002.jpg,Person4,0.63267547,0.6660829,0.3067602,0.72438365,0.53421843
../archive/frames/frames/seq_000002.jpg,Person5,0.6115834,0.13242918,0.8621306,0.20258605,0.99681056
../archive/frames/frames/seq_000002.jpg,Person6,0.6076887,0.8505875,0.2633407,0.9132092,0.4542014
../archive/frames/frames/seq_000002.jpg,Person7,0.60543543,0.26666367,0.45686397,0.31685603,0.58018184
../archive/frames/frames/seq_000002.jpg,Person8,0.604662,0.03649211,0.6488835,0.10024205,0.91557044
../archive/frames/frames/seq_000002.jpg,Person9,0.5623788,0.608927,0.33210024,0.653978,0.51785684
../archive/frames/frames/seq_000002.jpg,Person10,0.5390756,0.74210435,0.2501005,0.788271,0.40253067
../archive/frames/frames/seq_000002.jpg,Person11,0.5003899,0.34088877,0.42704758,0.40553012,0.5525373
../archive/frames/frames/seq_000002.jpg,Person12,0.46468762,0.18583345,0.31278437,0.2450774,0.50318587
../archive/frames/frames/seq_000002.jpg,Person13,0.46309856,0.19276558,0.13985549,0.22364728,0.26463178
../archive/frames/frames/seq_000002.jpg,Person14,0.4544772,0.24233006,0.21953969,0.27615157,0.36016828
../archive/frames/frames/seq_000002.jpg,Person15,0.44734904,0.7959315,0.22257249,0.84666103,0.39700562
../archive/frames/frames/seq_000002.jpg,Person16,0.43446767,0.7238375,0.3786176,0.7612934,0.49605212
../archive/frames/frames/seq_000002.jpg,Person17,0.42492157,0.21729706,0.7487519,0.29209593,0.9140521
../archive/frames/frames/seq_000002.jpg,Person18,0.417997,0.303344,0.2749566,0.3456434,0.47011527
../archive/frames/frames/seq_000002.jpg,Person19,0.37123597,0.20425919,0.8256433,0.2805652,0.9878182
../archive/frames/frames/seq_000002.jpg,Person20,0.3203638,0.25928897,0.147231,0.29704052,0.24761805
../archive/frames/frames/seq_000002.jpg,Person21,0.27154702,0.0,0.67501354,0.048653994,0.9172179
../archive/frames/frames/seq_000002.jpg,Person22,0.26759925,0.35916376,0.27534896,0.40280473,0.44112545
../archive/frames/frames/seq_000003.jpg,Person1,0.70634425,0.42348573,0.7088059,0.50313103,0.9973978
../archive/frames/frames/seq_000003.jpg,Person2,0.68376786,0.073044114,0.51408887,0.13351357,0.74215055
../archive/frames/frames/seq_000003.jpg,Person3,0.6300415,0.6054883,0.44351465,0.6694348,0.6583887
../archive/frames/frames/seq_000003.jpg,Person4,0.62591666,0.13661271,0.5138179,0.1905249,0.73204875
../archive/frames/frames/seq_000003.jpg,Person5,0.5521736,0.7395193,0.20639424,0.78782374,0.34008306
../archive/frames/frames/seq_000003.jpg,Person6,0.55170983,0.7878346,0.19933836,0.8330632,0.3397469
../archive/frames/frames/seq_000003.jpg,Person7,0.55091965,0.8205039,0.39086008,0.87230057,0.5876889
../archive/frames/frames/seq_000003.jpg,Person8,0.5287241,0.34463978,0.32219383,0.40360242,0.5468379
../archive/frames/frames/seq_000003.jpg,Person9,0.5207969,0.693361,0.17370486,0.7272014,0.30951506
../archive/frames/frames/seq_000003.jpg,Person10,0.4866801,0.8598179,0.2598281,0.9101369,0.44920048
../archive/frames/frames/seq_000003.jpg,Person11,0.47464994,0.77477676,0.39947328,0.8223184,0.5917554
../archive/frames/frames/seq_000003.jpg,Person12,0.45343083,0.31660792,0.17756736,0.35073063,0.3174908
../archive/frames/frames/seq_000003.jpg,Person13,0.42606893,0.6857654,0.40641046,0.74347425,0.5493405
../archive/frames/frames/seq_000003.jpg,Person14,0.42247847,0.22768998,0.34908947,0.27195686,0.526658
../archive/frames/frames/seq_000003.jpg,Person15,0.39679283,0.28588852,0.33267653,0.33417103,0.50631845
../archive/frames/frames/seq_000003.jpg,Person16,0.3652464,0.27635777,0.41171095,0.33447117,0.5461606
../archive/frames/frames/seq_000003.jpg,Person17,0.3599451,0.74425477,0.50344384,0.7903989,0.63652813
../archive/frames/frames/seq_000003.jpg,Person18,0.33487186,0.062001485,0.4685995,0.10677393,0.578959
../archive/frames/frames/seq_000003.jpg,Person19,0.3169678,0.68982923,0.44687197,0.75058126,0.6316315
../archive/frames/frames/seq_000003.jpg,Person20,0.3128185,0.11145355,0.4729441,0.15654074,0.5854377
../archive/frames/frames/seq_000003.jpg,Person21,0.3057659,0.0007205438,0.57962406,0.05162514,0.79774237
../archive/frames/frames/seq_000003.jpg,Person22,0.28093368,0.35017145,0.1791945,0.38263184,0.30737472
../archive/frames/frames/seq_000003.jpg,Person23,0.2634149,0.11272772,0.5016489,0.17238285,0.7326731
../archive/frames/frames/seq_000003.jpg,Person24,0.25803256,0.70033807,0.5052424,0.74965507,0.616206
../archive/frames/frames/seq_000004.jpg,Person1,0.7587718,0.3326611,0.41716766,0.37741256,0.5575105
../archive/frames/frames/seq_000004.jpg,Person2,0.72618675,0.8136641,0.59255946,0.8840406,0.8544681
../archive/frames/frames/seq_000004.jpg,Person3,0.653689,0.8503206,0.2638982,0.9141762,0.45613682
../archive/frames/frames/seq_000004.jpg,Person4,0.64193946,0.6282048,0.278395,0.67338574,0.439133
../archive/frames/frames/seq_000004.jpg,Person5,0.6151755,0.70071656,0.45452353,0.7733256,0.6826124
../archive/frames/frames/seq_000004.jpg,Person6,0.5789816,0.027066877,0.4164382,0.084374055,0.648791
../archive/frames/frames/seq_000004.jpg,Person7,0.5415161,0.12838702,0.44416952,0.18793885,0.67597294
../archive/frames/frames/seq_000004.jpg,Person8,0.51487947,0.44324455,0.61105263,0.50240445,0.86941636
../archive/frames/frames/seq_000004.jpg,Person9,0.5127595,0.08403738,0.42682642,0.13938776,0.64680594
../archive/frames/frames/seq_000004.jpg,Person10,0.47928083,0.6804756,0.2745602,0.7251326,0.42977566
../archive/frames/frames/seq_000004.jpg,Person11,0.45407802,0.77529967,0.556958,0.81650436,0.70747805
../archive/frames/frames/seq_000004.jpg,Person12,0.42750818,0.21127853,0.17469434,0.2511454,0.28938365
../archive/frames/frames/seq_000004.jpg,Person13,0.42287642,0.033473235,0.7556531,0.11230606,0.9830362
../archive/frames/frames/seq_000004.jpg,Person14,0.3816439,0.0016465634,0.7026569,0.05144917,0.9456169
../archive/frames/frames/seq_000004.jpg,Person15,0.37129653,0.18928273,0.4974537,0.24400376,0.7248521
../archive/frames/frames/seq_000004.jpg,Person16,0.34343317,0.7121207,0.16740726,0.74976987,0.27796212
../archive/frames/frames/seq_000004.jpg,Person17,0.34056652,0.7495643,0.13758779,0.78487873,0.2773182
../archive/frames/frames/seq_000004.jpg,Person18,0.31775337,0.1948704,0.43161714,0.26565602,0.7131382
../archive/frames/frames/seq_000004.jpg,Person19,0.3007921,0.24942738,0.12624738,0.27587783,0.23842137
../archive/frames/frames/seq_000004.jpg,Person20,0.2947228,0.15640388,0.33119127,0.20246913,0.44416034
../archive/frames/frames/seq_000004.jpg,Person21,0.29366508,0.7109029,0.5288123,0.78051686,0.7103693
../archive/frames/frames/seq_000005.jpg,Person1,0.78158575,0.33390218,0.4098032,0.385234,0.55530906
../archive/frames/frames/seq_000005.jpg,Person2,0.76631135,0.6594835,0.48241112,0.7231943,0.71723413
../archive/frames/frames/seq_000005.jpg,Person3,0.7583748,0.6045111,0.6747632,0.6790455,0.9526161
../archive/frames/frames/seq_000005.jpg,Person4,0.7370064,0.09983076,0.6554559,0.17312156,0.9067038
../archive/frames/frames/seq_000005.jpg,Person5,0.73101044,0.535162,0.64813083,0.60760236,0.9340174
../archive/frames/frames/seq_000005.jpg,Person6,0.68761593,0.7116061,0.46835038,0.77060384,0.69132805
../archive/frames/frames/seq_000005.jpg,Person7,0.67349684,0.4563012,0.61822575,0.52559596,0.8741363
../archive/frames/frames/seq_000005.jpg,Person8,0.6508461,0.87006223,0.63428473,0.94028413,0.89009994
../archive/frames/frames/seq_000005.jpg,Person9,0.64509004,0.84925616,0.2651301,0.9144144,0.45604026
../archive/frames/frames/seq_000005.jpg,Person10,0.6088522,0.1855665,0.5868664,0.24508424,0.82786644
../archive/frames/frames/seq_000005.jpg,Person11,0.5888655,0.13484913,0.53516173,0.19390333,0.73902524
../archive/frames/frames/seq_000005.jpg,Person12,0.55470276,0.8216682,0.68305707,0.8624285,0.8487348
../archive/frames/frames/seq_000005.jpg,Person13,0.5105743,0.027867034,0.71189606,0.100118205,0.96629155
../archive/frames/frames/seq_000005.jpg,Person14,0.47718647,0.7519214,0.60232335,0.8262279,0.8488443
../archive/frames/frames/seq_000005.jpg,Person15,0.415035,0.6156015,0.24475428,0.66426593,0.42141086
../archive/frames/frames/seq_000005.jpg,Person16,0.32835817,0.7756297,0.7008733,0.832993,0.844418
../archive/frames/frames/seq_000005.jpg,Person17,0.29581362,0.17609349,0.23484401,0.2164661,0.37897798
../archive/frames/frames/seq_000005.jpg,Person18,0.27508232,0.24147335,0.20430915,0.28355792,0.3698898
../archive/frames/frames/seq_000005.jpg,Person19,0.26507938,0.7423651,0.6016751,0.7908205,0.83904684
../archive/frames/frames/seq_000006.jpg,Person1,0.882312,0.6626988,0.47802544,0.7464319,0.7168927
../archive/frames/frames/seq_000006.jpg,Person2,0.8172145,0.59166014,0.46344718,0.6785965,0.7080788
../archive/frames/frames/seq_000006.jpg,Person3,0.75342226,0.44254604,0.67016757,0.5191444,0.9815017
../archive/frames/frames/seq_000006.jpg,Person4,0.7485933,0.33016798,0.41108298,0.38505492,0.55402154
../archive/frames/frames/seq_000006.jpg,Person5,0.7436471,0.7088778,0.6698171,0.78452015,0.95955586
../archive/frames/frames/seq_000006.jpg,Person6,0.7271636,0.13077141,0.6965679,0.20470108,0.9637302
../archive/frames/frames/seq_000006.jpg,Person7,0.65858585,0.013134822,0.6766956,0.076538794,0.94924474
../archive/frames/frames/seq_000006.jpg,Person8,0.6223513,0.8491445,0.25807303,0.91429454,0.4561449
../archive/frames/frames/seq_000006.jpg,Person9,0.6174284,0.93199575,0.7050904,0.99508715,0.9940127
../archive/frames/frames/seq_000006.jpg,Person10,0.57864773,0.7860064,0.64517605,0.87001187,0.9915087
../archive/frames/frames/seq_000006.jpg,Person11,0.54699826,0.22330204,0.48145232,0.28931448,0.6351194
../archive/frames/frames/seq_000006.jpg,Person12,0.534617,0.24497753,0.2544039,0.29747927,0.4511437
../archive/frames/frames/seq_000006.jpg,Person13,0.43682304,0.6248725,0.47298214,0.720818,0.7121274
../archive/frames/frames/seq_000006.jpg,Person14,0.43262348,0.85291004,0.8087337,0.92953336,0.99211735
../archive/frames/frames/seq_000006.jpg,Person15,0.39025742,0.3060194,0.20547462,0.33912477,0.3336236
../archive/frames/frames/seq_000006.jpg,Person16,0.37830386,0.78092414,0.6412668,0.86231726,0.8125569
../archive/frames/frames/seq_000006.jpg,Person17,0.36707118,0.66959834,0.15454239,0.7158587,0.29439014
../archive/frames/frames/seq_000006.jpg,Person18,0.352739,0.75341576,0.13604198,0.7866983,0.26930976
../archive/frames/frames/seq_000006.jpg,Person19,0.32445866,0.17164381,0.2766425,0.21375893,0.45638102
../archive/frames/frames/seq_000006.jpg,Person20,0.31843987,0.7121365,0.1481001,0.74523365,0.28708798
../archive/frames/frames/seq_000007.jpg,Person1,0.7692911,0.1786598,0.4596679,0.2523528,0.69160163
../archive/frames/frames/seq_000007.jpg,Person2,0.7428344,0.6106482,0.27154377,0.66475385,0.466112
../archive/frames/frames/seq_000007.jpg,Person3,0.73625964,0.8015429,0.2757823,0.8578414,0.4661979
../archive/frames/frames/seq_000007.jpg,Person4,0.70648104,0.75499487,0.29302356,0.80664325,0.47397763
../archive/frames/frames/seq_000007.jpg,Person5,0.6518464,0.079061046,0.55460715,0.13137421,0.7850301
../archive/frames/frames/seq_000007.jpg,Person6,0.6366444,0.012735818,0.499444,0.083877936,0.763215
../archive/frames/frames/seq_000007.jpg,Person7,0.6108568,0.43603927,0.5988691,0.4950773,0.84378076
../archive/frames/frames/seq_000007.jpg,Person8,0.5905648,0.85981977,0.2622505,0.91296244,0.45425653
../archive/frames/frames/seq_000007.jpg,Person9,0.57973075,0.6755538,0.2757291,0.7267195,0.47265834
../archive/frames/frames/seq_000007.jpg,Person10,0.56502813,0.21479823,0.343988,0.26995695,0.52554065
../archive/frames/frames/seq_000007.jpg,Person11,0.5357697,0.29607168,0.77606773,0.3848121,0.9923083
../archive/frames/frames/seq_000007.jpg,Person12,0.45839107,0.32686016,0.36439237,0.38115695,0.55220264
../archive/frames/frames/seq_000007.jpg,Person13,0.41943145,0.31407258,0.39099586,0.35997579,0.5541435
../archive/frames/frames/seq_000007.jpg,Person14,0.40925094,0.65043694,0.22858337,0.6908893,0.3422429
../archive/frames/frames/seq_000007.jpg,Person15,0.4045168,0.2512819,0.12511551,0.28783926,0.24511068
../archive/frames/frames/seq_000007.jpg,Person16,0.3446285,0.16958018,0.3614224,0.21636103,0.49763736
../archive/frames/frames/seq_000007.jpg,Person17,0.31341904,0.23433897,0.1330337,0.27176645,0.29045266
../archive/frames/frames/seq_000007.jpg,Person18,0.29428607,0.7718384,0.21951425,0.8141093,0.33539832
../archive/frames/frames/seq_000007.jpg,Person19,0.2917788,0.7043914,0.21611707,0.74095064,0.36505732
../archive/frames/frames/seq_000007.jpg,Person20,0.25322717,0.030593103,0.44698572,0.08644023,0.5588105
../archive/frames/frames/seq_000007.jpg,Person21,0.252558,0.6510521,0.22788128,0.702608,0.4580707
../archive/frames/frames/seq_000008.jpg,Person1,0.71641135,0.18808872,0.4044776,0.2500634,0.61640877
../archive/frames/frames/seq_000008.jpg,Person2,0.69095767,0.09676434,0.4343911,0.16561364,0.662558
../archive/frames/frames/seq_000008.jpg,Person3,0.689628,0.7026135,0.33037955,0.7527847,0.5227555
../archive/frames/frames/seq_000008.jpg,Person4,0.67831135,0.82005435,0.32719365,0.8806438,0.5354623
../archive/frames/frames/seq_000008.jpg,Person5,0.67813843,0.63131046,0.29958543,0.6855364,0.5027069
../archive/frames/frames/seq_000008.jpg,Person6,0.65214616,0.23214151,0.3124501,0.28234738,0.51057506
../archive/frames/frames/seq_000008.jpg,Person7,0.64694065,0.76560533,0.3457287,0.81824064,0.5378181
../archive/frames/frames/seq_000008.jpg,Person8,0.6307391,0.30333447,0.3629831,0.3532058,0.5571933
../archive/frames/frames/seq_000008.jpg,Person9,0.5643131,0.28967083,0.18256366,0.32388973,0.3099568
../archive/frames/frames/seq_000008.jpg,Person10,0.5578766,0.34646386,0.3387309,0.39605802,0.54638076
../archive/frames/frames/seq_000008.jpg,Person11,0.5368675,0.43770897,0.60806,0.49244642,0.8399098
../archive/frames/frames/seq_000008.jpg,Person12,0.45971766,0.64272046,0.20499802,0.67969203,0.3381827
../archive/frames/frames/seq_000008.jpg,Person13,0.43899637,0.39695457,0.76696765,0.4602312,0.999544
../archive/frames/frames/seq_000008.jpg,Person14,0.43419454,0.6758167,0.22423163,0.7141021,0.3627975
../archive/frames/frames/seq_000008.jpg,Person15,0.42142814,0.13711664,0.92643464,0.20389715,1.0
../archive/frames/frames/seq_000008.jpg,Person16,0.39760596,0.24100848,0.104711555,0.27713975,0.22268578
../archive/frames/frames/seq_000008.jpg,Person17,0.39431956,0.7832943,0.2314649,0.82262146,0.37541503
../archive/frames/frames/seq_000008.jpg,Person18,0.38258338,0.17169261,0.32471025,0.21857888,0.44526416
../archive/frames/frames/seq_000008.jpg,Person19,0.30650067,0.0,0.5184869,0.05706031,0.8257627
../archive/frames/frames/seq_000008.jpg,Person20,0.2873548,0.8629084,0.26326,0.9229,0.46574664
../archive/frames/frames/seq_000008.jpg,Person21,0.27371725,0.32900602,0.3490094,0.3800872,0.551605
../archive/frames/frames/seq_000008.jpg,Person22,0.27320948,0.7172844,0.23485613,0.7565517,0.3481819
../archive/frames/frames/seq_000008.jpg,Person23,0.26138735,0.06066113,0.41146982,0.10823243,0.5224017
../archive/frames/frames/seq_000009.jpg,Person1,0.8130738,0.86535424,0.531358,0.93412703,0.7722206
../archive/frames/frames/seq_000009.jpg,Person2,0.76985437,0.7752819,0.5159349,0.8442949,0.7850413
../archive/frames/frames/seq_000009.jpg,Person3,0.7526074,0.41548592,0.74034303,0.49995762,0.99894536
../archive/frames/frames/seq_000009.jpg,Person4,0.71105397,0.17127387,0.42047197,0.23015459,0.6278057
../archive/frames/frames/seq_000009.jpg,Person5,0.6724028,0.26213768,0.43000627,0.33038774,0.57175815
../archive/frames/frames/seq_000009.jpg,Person6,0.64319617,0.70022285,0.5175465,0.77203166,0.75316423
../archive/frames/frames/seq_000009.jpg,Person7,0.616953,0.25812545,0.7535767,0.33038625,0.9957265
../archive/frames/frames/seq_000009.jpg,Person8,0.5105994,0.25762242,0.23900287,0.29571688,0.4006378
../archive/frames/frames/seq_000009.jpg,Person9,0.5070956,0.3622688,0.15803953,0.40804517,0.3250134
../archive/frames/frames/seq_000009.jpg,Person10,0.48602125,0.30741546,0.24438213,0.34788373,0.40479875
../archive/frames/frames/seq_000009.jpg,Person11,0.4656553,0.7356226,0.6807434,0.78260905,0.8022318
../archive/frames/frames/seq_000009.jpg,Person12,0.38184127,0.29451242,0.14660816,0.33354905,0.27096158
../archive/frames/frames/seq_000009.jpg,Person13,0.29410556,0.19869374,0.2061603,0.23259546,0.3139357
../archive/frames/frames/seq_000009.jpg,Person14,0.28625903,0.22318926,0.067397915,0.2541214,0.17515352
../archive/frames/frames/seq_000009.jpg,Person15,0.28282195,0.24255595,0.23033896,0.28157434,0.39047855
../archive/frames/frames/seq_000009.jpg,Person16,0.27725625,0.079756945,0.20201096,0.12339878,0.33114606
../archive/frames/frames/seq_000010.jpg,Person1,0.8093079,0.87406856,0.6285756,0.9509359,0.89099276
../archive/frames/frames/seq_000010.jpg,Person2,0.7769462,0.17430568,0.4325511,0.24485427,0.6358266
../archive/frames/frames/seq_000010.jpg,Person3,0.71405375,0.7764629,0.57571095,0.84778905,0.85251665
../archive/frames/frames/seq_000010.jpg,Person4,0.7027513,0.1335201,0.8509185,0.21192724,0.99602336
../archive/frames/frames/seq_000010.jpg,Person5,0.67225015,0.70798004,0.57240134,0.7836584,0.8171393
../archive/frames/frames/seq_000010.jpg,Person6,0.6703247,0.29459345,0.21279618,0.33830148,0.37047884
../archive/frames/frames/seq_000010.jpg,Person7,0.63681734,0.66642636,0.7358953,0.73989147,0.8711967
../archive/frames/frames/seq_000010.jpg,Person8,0.60930395,0.24003878,0.75708747,0.31761405,0.99148107
../archive/frames/frames/seq_000010.jpg,Person9,0.5126327,0.23099925,0.2042192,0.2758464,0.36720973
../archive/frames/frames/seq_000010.jpg,Person10,0.478205,0.20650488,0.15573373,0.24106473,0.2884472
../archive/frames/frames/seq_000010.jpg,Person11,0.44616106,0.3702648,0.18420844,0.4240251,0.40807384
../archive/frames/frames/seq_000010.jpg,Person12,0.36276695,0.35304624,0.170327,0.38763827,0.3032102
../archive/frames/frames/seq_000010.jpg,Person13,0.35661224,0.28051183,0.49347067,0.37478974,0.5530774
../archive/frames/frames/seq_000010.jpg,Person14,0.33721665,0.27512112,0.13744684,0.31236854,0.25323403
../archive/frames/frames/seq_000010.jpg,Person15,0.32253313,0.43722057,0.64325655,0.47715235,0.8368467
../archive/frames/frames/seq_000010.jpg,Person16,0.26514265,0.2475517,0.20427005,0.28866616,0.35581598
../archive/frames/frames/seq_000010.jpg,Person17,0.25807074,0.21531945,0.0744048,0.24052784,0.17623416
../archive/frames/frames/seq_000011.jpg,Person1,0.8868653,0.8324628,0.42889223,0.89478064,0.64420617
../archive/frames/frames/seq_000011.jpg,Person2,0.84386307,0.22641861,0.42203873,0.29052377,0.6203074
../archive/frames/frames/seq_000011.jpg,Person3,0.806068,0.14316805,0.735513,0.21653442,0.9973694
../archive/frames/frames/seq_000011.jpg,Person4,0.74490297,0.23066044,0.24481243,0.27819085,0.4190452
../archive/frames/frames/seq_000011.jpg,Person5,0.73049045,0.17941524,0.33343786,0.24267982,0.54462504
../archive/frames/frames/seq_000011.jpg,Person6,0.52798784,0.18548805,0.24895796,0.2284888,0.36729893
../archive/frames/frames/seq_000011.jpg,Person7,0.48894548,0.18731081,0.07522631,0.21919453,0.1900538
../archive/frames/frames/seq_000011.jpg,Person8,0.47723594,0.3676404,0.4784364,0.42191485,0.5514033
../archive/frames/frames/seq_000011.jpg,Person9,0.425217,0.4358514,0.6599133,0.4766366,0.83840793
../archive/frames/frames/seq_000011.jpg,Person10,0.39540845,0.09567548,0.25650507,0.13763474,0.45179397
../archive/frames/frames/seq_000011.jpg,Person11,0.34202763,0.2629388,0.08236157,0.28909367,0.16356146
../archive/frames/frames/seq_000011.jpg,Person12,0.29501405,0.16770336,0.24180505,0.1913076,0.33050275
../archive/frames/frames/seq_000011.jpg,Person13,0.2861748,0.06072376,0.26108918,0.10672534,0.44808763
../archive/frames/frames/seq_000011.jpg,Person14,0.253681,0.8247088,0.09919842,0.8524251,0.25347793
../archive/frames/frames/seq_000012.jpg,Person1,0.6811753,0.116385385,0.705894,0.19033052,0.99260855
../archive/frames/frames/seq_000012.jpg,Person2,0.64735895,0.23458517,0.16968827,0.2720902,0.30768323
../archive/frames/frames/seq_000012.jpg,Person3,0.5572798,0.7935712,0.19235855,0.83232754,0.33211198
../archive/frames/frames/seq_000012.jpg,Person4,0.49605396,0.72041285,0.11635415,0.7631118,0.23393974
../archive/frames/frames/seq_000012.jpg,Person5,0.49525526,0.4358723,0.61972034,0.48294118,0.8305125
../archive/frames/frames/seq_000012.jpg,Person6,0.48389387,0.26787364,0.1620184,0.30142474,0.30057922
../archive/frames/frames/seq_000012.jpg,Person7,0.44237688,0.18420665,0.14083561,0.21510483,0.24677293
../archive/frames/frames/seq_000012.jpg,Person8,0.43194902,0.22509539,0.10562571,0.25785506,0.20520413
../archive/frames/frames/seq_000012.jpg,Person9,0.39490223,0.73984814,0.12465036,0.76833403,0.2305597
../archive/frames/frames/seq_000012.jpg,Person10,0.38554674,0.36863947,0.4797108,0.42405927,0.5514691
../archive/frames/frames/seq_000012.jpg,Person11,0.3778535,0.29727995,0.12377751,0.32272607,0.2099218
../archive/frames/frames/seq_000012.jpg,Person12,0.31614268,0.82121235,0.101886265,0.8574237,0.21494615
../archive/frames/frames/seq_000012.jpg,Person13,0.31325915,0.61509925,0.22915787,0.64187235,0.31056824
../archive/frames/frames/seq_000012.jpg,Person14,0.2615078,0.08558185,0.172901,0.12398126,0.30971372
../archive/frames/frames/seq_000013.jpg,Person1,0.8448297,0.29714534,0.33979887,0.3647457,0.56062794
../archive/frames/frames/seq_000013.jpg,Person2,0.7901609,0.17238814,0.7192762,0.24681547,0.9994128
../archive/frames/frames/seq_000013.jpg,Person3,0.7288361,0.11099235,0.42032385,0.17343217,0.626177
../archive/frames/frames/seq_000013.jpg,Person4,0.65662163,0.19158493,0.28110918,0.248906,0.496607
../archive/frames/frames/seq_000013.jpg,Person5,0.65522313,0.6242813,0.18499526,0.6663952,0.33141133
../archive/frames/frames/seq_000013.jpg,Person6,0.6448156,0.7260147,0.16666318,0.76319236,0.3087814
../archive/frames/frames/seq_000013.jpg,Person7,0.60562986,0.24436575,0.72580135,0.3252383,0.9935794
../archive/frames/frames/seq_000013.jpg,Person8,0.5332062,0.7602617,0.17706029,0.7957464,0.30862302
../archive/frames/frames/seq_000013.jpg,Person9,0.5047729,0.23980251,0.22325522,0.27287313,0.35206473
../archive/frames/frames/seq_000013.jpg,Person10,0.5042421,0.3021426,0.1937218,0.3483307,0.35091668
../archive/frames/frames/seq_000013.jpg,Person11,0.44931853,0.3457103,0.19058363,0.3815337,0.32615632
../archive/frames/frames/seq_000013.jpg,Person12,0.43371436,0.18216775,0.10685599,0.2119871,0.23579454
../archive/frames/frames/seq_000013.jpg,Person13,0.3566533,0.04343691,0.29749554,0.087666765,0.4533485
../archive/frames/frames/seq_000013.jpg,Person14,0.3267832,0.22598119,0.15120098,0.25485456,0.25191826
../archive/frames/frames/seq_000013.jpg,Person15,0.30756855,0.33407608,0.4526021,0.37000522,0.5514783
../archive/frames/frames/seq_000013.jpg,Person16,0.25136608,0.8231035,0.096409164,0.8533229,0.23568538
../archive/frames/frames/seq_000014.jpg,Person1,0.8413214,0.1516263,0.40684447,0.21942611,0.6229199
../archive/frames/frames/seq_000014.jpg,Person2,0.7877312,0.6532445,0.3697874,0.7159219,0.5774332
../archive/frames/frames/seq_000014.jpg,Person3,0.77524775,0.75526667,0.25235087,0.8055506,0.43294823
../archive/frames/frames/seq_000014.jpg,Person4,0.7429706,0.3491072,0.3548319,0.40813714,0.5504556
../archive/frames/frames/seq_000014.jpg,Person5,0.7312178,0.25002593,0.36947054,0.30054837,0.56648886
../archive/frames/frames/seq_000014.jpg,Person6,0.7291905,0.17151766,0.72008824,0.24707092,0.9996153
../archive/frames/frames/seq_000014.jpg,Person7,0.6994112,0.45910203,0.7456302,0.5394697,1.0
../archive/frames/frames/seq_000014.jpg,Person8,0.69579506,0.80290943,0.26898932,0.8537814,0.422877
../archive/frames/frames/seq_000014.jpg,Person9,0.69477236,0.21161827,0.26834524,0.26939163,0.44164664
../archive/frames/frames/seq_000014.jpg,Person10,0.63952917,0.24936728,0.7258751,0.32904536,0.9942521
../archive/frames/frames/seq_000014.jpg,Person11,0.6164573,0.87669826,0.77958965,0.9680431,0.9943401
../archive/frames/frames/seq_000014.jpg,Person12,0.45432067,0.92170393,0.78642917,0.978595,1.0
../archive/frames/frames/seq_000014.jpg,Person13,0.43275422,0.32278436,0.21787307,0.36479825,0.3762595
../archive/frames/frames/seq_000014.jpg,Person14,0.35559168,0.27386752,0.2065472,0.30455276,0.33557945
